OBJECTID_1,OBJECTID,TRACT,BLKGRP,GEOID,GID,TOTAL_AC,LAND_AC,T_CAN_AC,T_CAN_PCT,VEG_AC,VEG_PCT,BLD_AC,BLD_PCT,TO_IA_AC,TO_IA_PCT,ROAD_AC,ROAD_PCT,SWALK_AC,SWALK_PCT,OT_IA_AC,OT_IA_PCT,WAT_AC,WAT_PCT,SOIL_AC,SOIL_PCT,UTC_AC,UTC_PCT,PPA_V_AC,PPA_V_PCT,TO_PPA_AC,TO_PPA_PCT,PPA_IA_AC,PPA_IA_PCT,UN_IA_AC,UN_IA_PCT,TO_UN_AC,TO_UN_PCT,UN_SL_AC,UN_SL_PCT,UN_OT_AC,UN_OT_PCT,WATER_AC,WATER_PCT,UTC_AC06,UTC_PCT06,UTC_AC11,UTC_PCT11,PCT_CHG_06,PCT_CHG_11,SHAPEAREA,SHAPELEN
333,333,008100,1,110010081001,333,18.02,18.02,4.7,26.08213097,1.06,5.88235294,5.32,29.5227525,12.26,68.03551609,4.02,22.30854606,1.04,5.77136515,1.88,10.43285239,0,0,0,0,4.7,26.08213097,0.96,5.32741398,3.69,20.4772475,2.73,15.14983352,9.31,51.66481687,9.63,53.44062153,0,0,0.32,1.77580466,0,0,2.79,15.47420965,3.78,20.96505824,10.60792132,5.11707273,785047.069274512,4025.36327958553
334,334,008100,2,110010081002,334,31.14,31.14,9.76,31.34232498,2.12,6.80796403,9.89,31.75979448,19.26,61.84971098,4.81,15.44637123,1.04,3.33975594,3.53,11.33590238,0,0,0,0,9.76,31.34232498,2.12,6.80796403,6.68,21.45150931,4.56,14.64354528,14.69,47.17405267,14.7,47.2061657,0,0,0.01,0.03211304,0,0,6.01,19.30613556,8.73,28.04368776,12.03618942,3.29863722,1356341.02848964,4701.88249872848
335,335,008100,3,110010081003,335,23.06,23.06,8.82,38.24804857,1.44,6.24457936,6.44,27.92714657,12.8,55.50737207,3.68,15.95836947,0.75,3.25238508,1.92,8.32610581,0,0,0,0,8.82,38.24804857,1.44,6.24457936,4.12,17.86643539,2.67,11.57849089,10.12,43.88551605,10.12,43.88551605,0,0,0,0,0,0,5.34,23.15698179,8.21,35.60277537,15.09106678,2.6452732,1004420.66085457,4291.39827877933
336,336,008200,1,110010082001,336,21.78,21.78,7.54,34.61891644,1.4,6.42791552,7.11,32.6446281,12.84,58.95316804,3.32,15.24334252,0.72,3.30578512,1.68,7.71349862,0,0,0,0,7.54,34.61891644,1.4,6.42791552,3.79,17.40128558,2.39,10.97337006,10.43,47.88797062,10.45,47.97979798,0,0,0.02,0.09182736,0,0,4.5,20.66115702,8.43,38.70523416,13.95775941,-4.08631772,948573.667133425,3993.7430378449
337,337,008200,2,110010082002,337,62.27,62.27,16.07,25.80696965,2.98,4.78561105,20.2,32.43937691,43.18,69.34318291,13.19,21.18194957,4.17,6.69664365,5.62,9.02521278,0,0,0.05,0.08029549,16.07,25.80696965,2.83,4.54472459,12.36,19.84904448,9.53,15.3043199,33.28,53.44467641,33.84,54.34398587,0.02,0.03211819,0.54,0.86719126,0,0,10.26,16.47663401,16.04,25.75879236,9.33033564,0.04817729,2712422.3345667,8361.04915100023
338,338,008301,1,110010083011,338,34.58,34.58,7.86,22.72990168,2.38,6.88259109,10.82,31.28976287,24.34,70.38750723,6.9,19.95373048,1.97,5.69693464,4.64,13.41816079,0,0,0,0,7.86,22.72990168,2.34,6.76691729,8.73,25.24580682,6.39,18.47888953,17.73,51.2724118,17.98,51.99537305,0,0,0.26,0.7518797,0,0,5.66,16.37257738,8,23.14145213,6.3573243,-0.41155045,1505987.96175278,4991.5011805791
339,339,008301,2,110010083012,339,40.53,40.53,11.91,29.38564027,2.18,5.3787318,11.01,27.16506292,26.44,65.23562793,8.76,21.61361954,2.16,5.32938564,4.51,11.12755983,0,0,0,0,11.91,29.38564027,1.46,3.60226992,7.43,18.33209968,5.98,14.75450284,19.75,48.72933629,21.19,52.28226005,0,0,1.45,3.57759684,0,0,8.17,20.15293537,11.26,27.775037,9.23270489,1.61060327,1765638.97351001,5660.79470511676
340,340,008302,1,110010083021,340,64.47,64.47,16.69,25.88800993,4.3,6.66976888,19.94,30.92911432,43.28,67.13199938,11.67,18.10144253,3.27,5.07212657,8.4,13.02931596,0,0,0.19,0.29471072,16.69,25.88800993,3.27,5.07212657,14.36,22.27392586,11.09,17.20179929,31.59,48.99953467,33.42,51.83806422,0.02,0.03102218,1.81,2.80750737,0,0,11.24,17.43717034,20.21,31.35277692,8.45083959,-5.46476699,2807949.93622425,7784.43376986223
341,341,008402,1,110010084021,341,33.02,33.02,7.02,21.25984252,2.2,6.66262871,10.25,31.04179285,23.76,71.95639007,7.7,23.31920048,1.9,5.75408843,3.91,11.8413083,0,0,0.03,0.09085403,7.02,21.25984252,2.11,6.39006663,7.84,23.74318595,5.73,17.35311932,17.92,54.27013931,18.16,54.99697153,0.03,0.09085403,0.2,0.60569352,0,0,4.96,15.02119927,6.13,18.56450636,6.23864325,2.69533616,1438200.57680528,6128.603284691
342,342,008402,2,110010084022,342,33.29,33.29,7.31,21.95854611,2.68,8.05046561,9.26,27.81616101,23.3,69.99098828,8.05,24.18143587,2.29,6.87894263,3.69,11.08440973,0,0,0,0,7.31,21.95854611,2.01,6.0378492,7.27,21.83838991,5.26,15.8005407,16.85,50.61580054,18.71,56.20306398,0,0,1.86,5.58726344,0,0,4.64,13.93811956,6.18,18.56413337,8.02042655,3.39441274,1450145.10217539,5046.80062508977
343,343,008410,1,110010084101,343,54.4,54.4,12.08,22.20588235,3.72,6.83823529,15.48,28.45588235,38.6,70.95588235,12.04,22.13235294,3.33,6.12132353,7.76,14.26470588,0,0,0,0,12.08,22.20588235,3.7,6.80147059,14.78,27.16911765,11.08,20.36764706,27.52,50.58823529,27.54,50.625,0,0,0.02,0.03676471,0,0,8.62,15.84850156,10.05,18.47766133,6.35738079,3.72822102,2369412.76380997,7631.53119799507
344,344,008701,1,110010087011,344,66.02,66.02,9.2,13.93517116,9,13.63223266,18.92,28.65798243,47.83,72.44774311,14.55,22.03877613,4.24,6.42229627,10.12,15.32868828,0,0,0,0,9.2,13.93517116,7.2,10.90578613,17.19,26.03756437,9.98,15.11663132,33.46,50.68161163,39.64,60.04241139,0,0,6.18,9.36079976,0,0,7.16,10.84355596,9.18,13.90277147,3.0916152,0.03239969,2875937.17861296,7108.3819358392
345,345,008701,2,110010087012,345,28.99,28.99,5.92,20.42083477,2.5,8.62366333,8.85,30.5277682,20.56,70.92100724,6.13,21.14522249,1.39,4.79475681,4.19,14.45325974,0,0,0,0,5.92,20.42083477,2.5,8.62366333,7.97,27.4922387,5.48,18.90307002,14.98,51.67299069,15.09,52.05243187,0,0,0.12,0.41393584,0,0,4.51,15.56245687,5.27,18.18495514,4.8583779,2.23587963,1262429.78321048,4900.88401580714
346,346,008702,1,110010087021,346,55.89,55.89,8.23,14.72535337,4.37,7.81893004,13.82,24.7271426,42.96,76.86527107,18.87,33.76274826,2.39,4.27625693,7.87,14.08123099,0,0,0.34,0.60833781,8.23,14.72535337,4.37,7.81893004,14.63,26.17641796,10.27,18.37538021,32.69,58.48989086,33.03,59.09822866,0.34,0.60833781,0,0,0,0,7.05,12.61406334,8.32,14.88638397,2.11129003,-0.1610306,2434540.4976612,6900.66625034766
347,347,008702,2,110010087022,347,61.34,61.34,5.65,9.21095533,7.85,12.79752201,15.87,25.87218781,47.83,77.97522008,16.03,26.13302902,3.92,6.39060972,12.02,19.59569612,0,0,0,0,5.65,9.21095533,7.84,12.78121943,23.65,38.55559178,15.81,25.77437235,31.9,52.00521682,32.03,52.21715031,0,0,0.13,0.21193349,0,0,4.27,6.96119987,5.37,8.75448321,2.24975546,0.45647212,2671708.52984498,7648.85817822375
348,348,008802,1,110010088021,348,16.89,16.89,3.4,20.13025459,2.31,13.67673179,4.54,26.87981054,11.19,66.25222025,3.65,21.61042037,0.76,4.49970397,2.24,13.26228538,0,0,0,0,3.4,20.13025459,2.31,13.67673179,5.31,31.43872114,3,17.76198934,8.19,48.49023091,8.19,48.49023091,0,0,0,0,0,0,2.79,16.51865009,2.75,16.28182356,3.6116045,3.84843102,735857.568053256,3775.52569808761
349,349,008802,2,110010088022,349,32.08,32.08,8.45,26.340399,2.44,7.60598504,8.25,25.71695761,21.18,66.02244389,7.49,23.3478803,1.33,4.14588529,4.12,12.84289277,0,0,0,0,8.45,26.340399,2.44,7.60598504,7.89,24.59476309,5.45,16.98877805,15.74,49.06483791,15.74,49.06483791,0,0,0,0,0,0,6.26,19.51371571,6.85,21.35286783,6.82668329,4.98753117,1397308.59452363,4688.08830215489
363,363,009602,2,110010096022,363,225.38,207.33,75.3,36.31891188,37.32,18.00028939,15.54,7.49529735,94.44,45.55057155,34.51,16.64496214,5.04,2.43090725,39.34,18.97458158,18.05,8.00697307,0.28,0.1350504,75.3,36.31891188,36.72,17.71089567,80.59,38.87039985,43.87,21.15950417,50.05,24.14025949,51.45,24.8155115,0.28,0.1350504,1.12,0.54020161,18.05,8.01,44.76,21.75138497,71.03,34.15560685,14.56752691,2.16330503,9817747.90725895,16415.2471107748
364,364,009603,1,110010096031,364,64.78,64.78,21.24,32.7878975,9.97,15.39055264,10.08,15.56035814,33,50.94164866,15.12,23.3405372,2.52,3.89008953,5.29,8.16610065,0,0,0.58,0.89533807,21.24,32.7878975,9.24,14.26366162,16.75,25.85674591,7.51,11.59308429,25.15,38.82371102,26.79,41.35535659,0.37,0.57116394,1.27,1.96048163,0,0,17.72,27.34989968,20.72,31.98024386,5.43799782,0.80765363,2822172.66348114,7464.83268329608
365,365,009603,2,110010096032,365,48.41,48.41,8.15,16.83536459,7.86,16.23631481,9.66,19.95455484,32.4,66.92832059,14.31,29.56000826,2.48,5.12290849,5.95,12.290849,0,0,0,0,8.15,16.83536459,7.86,16.23631481,16.29,33.6500723,8.43,17.41375749,23.97,49.51456311,23.97,49.51456311,0,0,0,0,0,0,7.25,14.97933884,8.57,17.70661157,1.85602575,-0.87124698,2108396.97479292,6319.66364580983
366,366,009603,3,110010096033,366,44.77,44.77,5.01,11.19052937,3.85,8.5995086,9.33,20.83984811,35.58,79.47286129,14.73,32.90149654,2.15,4.80232298,9.37,20.92919366,0,0,0.33,0.73710074,5.01,11.19052937,3.85,8.5995086,15.38,34.35336163,11.52,25.73151664,24.06,53.74134465,24.39,54.47844539,0.33,0.73710074,0,0,0,0,3.55,7.92764627,3.55,7.92764627,3.2628831,3.2628831,1950220.92938481,6564.12388833947
367,367,009604,1,110010096041,367,84.77,70.26,18.65,26.54426416,17.66,25.13521207,8.3,11.81326502,33.95,48.32052377,14.89,21.19271278,1.79,2.54768005,8.96,12.75263308,14.52,17.12585113,0,0,18.65,26.54426416,17.37,24.72245944,27.47,39.09763735,10.1,14.37517791,23.2,33.02021065,24.14,34.35809849,0,0,0.94,1.33788785,14.52,17.13,13.9,17.89162054,15.95,22.59206799,8.65264362,3.95219617,3692785.50338031,10361.3351641046
368,368,009604,2,110010096042,368,50.77,50.77,7.72,15.20583021,5.7,11.22710262,9.5,18.7118377,36.64,72.16860351,18,35.45400827,1.49,2.93480402,7.65,15.06795352,0,0,0.72,1.41816033,7.72,15.20583021,5.7,11.22710262,14.84,29.22986015,9.14,18.00275753,27.5,54.16584597,28.22,55.5840063,0.72,1.41816033,0,0,0,0,6.3,12.40645924,7.04,13.86372588,2.79937098,1.34210434,2211542.2800641,7446.89523214075
369,369,009700,1,110010097001,369,79.22,78.35,19.66,25.0925335,19.76,25.22016592,12.26,15.64773452,38.7,49.39374601,17.27,22.0421187,3.74,4.77345246,5.43,6.93044033,0.87,1.09701246,0.23,0.29355456,19.66,25.0925335,19.65,25.07977026,28.53,36.41352904,8.88,11.33375877,29.52,37.67708998,30.16,38.49393746,0.13,0.16592214,0.51,0.65092534,0.87,1.1,8.88,11.44182451,14.85,19.06290116,13.650709,6.02963235,3450743.23525835,8345.92254203115
370,370,009700,2,110010097002,370,22.1,22.1,6.41,29.00452489,3.96,17.91855204,4.26,19.2760181,11.64,52.66968326,4.46,20.18099548,1.09,4.9321267,1.83,8.28054299,0,0,0.09,0.40723982,6.41,29.00452489,3.75,16.96832579,6.56,29.68325792,2.82,12.760181,8.71,39.41176471,9.12,41.26696833,0,0,0.41,1.85520362,0,0,2.14,9.68325792,4.5,20.36199095,19.32126697,8.64253394,962516.768402699,4353.20161229475
371,371,009801,1,110010098011,371,110.85,108.52,34.12,31.44120899,34.32,31.62550682,9.65,8.89237007,39.73,36.61076299,16.58,15.27828972,5.28,4.86546259,8.22,7.57464062,2.32,2.09526909,0.35,0.32252119,34.12,31.44120899,32.08,29.56137118,44.3,40.8219683,12.21,11.25138223,26.23,24.17065979,30.1,27.73682271,0.35,0.32252119,3.53,3.25285662,2.32,2.1,22.49,21.10944246,32.75,30.15931485,10.33176653,1.28189414,4828132.33116584,10747.4268371408
372,372,009802,1,110010098021,372,21.39,21.39,4.27,19.96259935,3.13,14.63300608,3.26,15.24076671,13.99,65.40439458,4.33,20.24310425,2.07,9.67741935,4.33,20.24310425,0,0,0,0,4.27,19.96259935,3.07,14.35250117,9.47,44.27302478,6.41,29.96727443,7.58,35.43712015,7.64,35.71762506,0,0,0.06,0.28050491,0,0,3.91,18.27956989,4.93,23.04815334,1.68302945,-3.085554,931631.910706903,6076.45916753483
373,373,009802,2,110010098022,373,28.22,28.22,9.49,33.62863218,6.43,22.78525868,4.35,15.41459957,12.29,43.55067328,4.89,17.32813607,1.12,3.96881644,1.94,6.87455705,0,0,0,0,9.49,33.62863218,6.43,22.78525868,9.47,33.55776045,3.04,10.77250177,9.23,32.70729979,9.25,32.77817151,0,0,0.02,0.07087172,0,0,5.97,21.16270826,8.98,31.83268345,12.46592392,1.79594873,1228947.12897622,5361.94162712303
374,374,009803,1,110010098031,374,52.79,52.79,13.3,25.19416556,9.24,17.50331502,9.55,18.09054745,30.15,57.1130896,7.69,14.56715287,3.02,5.72078045,9.89,18.73460883,0,0,0.09,0.17048683,13.3,25.19416556,9.22,17.46542906,22.09,41.84504641,12.87,24.37961735,17.24,32.65770032,17.4,32.96078803,0.04,0.07577193,0.11,0.2083728,0,0,8.66,16.4077302,18.49,35.03220917,8.78643536,-9.83804361,2299383.6929818,6344.71323010996
375,375,009803,2,110010098032,375,34.53,34.51,11.64,33.72935381,9.36,27.12257317,3.83,11.0982324,13.24,38.3656911,6,17.38626485,1.62,4.69429151,1.79,5.18690235,0.03,0.07656091,0.27,0.78238192,11.64,33.72935381,9.13,26.45609968,12.52,36.27933932,3.39,9.82323964,9.83,28.48449725,10.35,29.99130687,0.27,0.78238192,0.25,0.7244277,0.03,0.08,7.66,22.24157956,14.52,42.07476094,11.48777425,-8.34540713,1504191.70102148,6174.28017025033
376,376,009803,3,110010098033,376,43.89,43.89,17.23,39.25723399,7.02,15.99453178,6.37,14.51355662,19.65,44.77101846,9.6,21.87286398,1.46,3.32649806,2.22,5.05809979,0,0,0,0,17.23,39.25723399,7,15.94896332,10.62,24.19685578,3.62,8.24789246,15.97,36.3864206,16.05,36.56869446,0,0,0.08,0.18227387,0,0,10.27,23.39407745,18.7,42.59681093,15.86315655,-3.33957694,1912050.95945775,7042.84970366876
377,377,009804,1,110010098041,377,87.14,87.07,24.8,28.48282991,22.27,25.57712186,13.95,16.02159182,38.18,43.84977604,13.3,15.27506604,3.79,4.35281957,7.14,8.20029861,0.07,0.07514703,1.82,2.09027219,24.8,28.48282991,19.81,22.75180889,28.61,32.8586195,8.8,10.10681061,27.23,31.27368784,33.66,38.65855059,1.42,1.63087171,5.01,5.75399104,0.07,0.08,16.91,19.41446613,23.03,26.43783722,9.06836378,2.04499269,3795797.78949099,9700.29478178076
378,378,009804,2,110010098042,378,40.94,40.94,12.71,31.04543234,8.31,20.29799707,6.46,15.77918906,19.92,48.65657059,7.97,19.46751343,1.33,3.24865657,4.16,10.16121153,0,0,0,0,12.71,31.04543234,8.28,20.2247191,13.61,33.24377137,5.34,13.04347826,14.43,35.24670249,14.62,35.71079629,0,0,0.19,0.4640938,0,0,7.72,18.8568637,12.83,31.33854421,12.18856864,-0.29311187,1783098.66562704,8301.76854584267
416,416,009904,2,110010099042,416,52.54,52.54,10.93,20.80319756,8.76,16.67301104,10.12,19.26151504,32.74,62.3144271,12.16,23.14427103,2.52,4.79634564,7.93,15.09326228,0,0,0.12,0.22839741,10.93,20.80319756,8.75,16.65397792,19.19,36.52455272,10.44,19.8705748,22.28,42.40578607,22.42,42.67224971,0.12,0.22839741,0.02,0.03806624,0,0,10.48,19.94670727,11.34,21.58355539,0.85649029,-0.78035782,2288648.47468733,8225.32752321326
417,417,009905,1,110010099051,417,45.93,45.93,11.35,24.71151753,9.1,19.81275855,8.11,17.65730459,25.49,55.49749619,9.35,20.3570651,2.35,5.1164816,5.69,12.38841716,0,0,0,0,11.35,24.71151753,7.9,17.20008709,15.39,33.50751143,7.49,16.30742434,17.43,37.94905291,19.2,41.80274331,0,0,1.76,3.83191814,0,0,9.55,20.79251034,12.48,27.17178315,3.91900718,-2.46026562,2000854.81075895,5842.87541917576
418,418,009905,2,110010099052,418,34.98,34.98,12.96,37.04974271,6.35,18.15323042,4.73,13.52201258,15.67,44.79702687,5.82,16.6380789,1.12,3.20182962,4,11.43510577,0,0,0,0,12.96,37.04974271,6.34,18.12464265,11.47,32.79016581,5.12,14.63693539,10.54,30.13150372,10.55,30.16009148,0,0,0.01,0.02858776,0,0,11.59,33.14269374,12.83,36.68859022,3.90704897,0.36115249,1523608.32709118,6461.71531649815
419,419,009905,3,110010099053,419,25.69,25.69,6.49,25.26274815,4.87,18.95679253,4.72,18.37290775,14.33,55.78045932,5.56,21.64266251,1.29,5.02140911,2.77,10.78240561,0,0,0,0,6.49,25.26274815,4.87,18.95679253,8.92,34.72168159,4.05,15.76488906,10.28,40.01557026,10.28,40.01557026,0,0,0.01,0.03892565,0,0,3.2,12.45136187,7.36,28.6381323,12.81138628,-3.37538414,1119292.03063084,4339.73552074803
420,420,009906,1,110010099061,420,61.27,61.27,15.51,25.31418312,13.09,21.36445242,8.66,14.13416027,32.18,52.52162559,13.14,21.44605843,2.82,4.60257875,7.57,12.35514934,0,0,0.49,0.79973886,15.51,25.31418312,13.06,21.31548882,22.48,36.69006039,9.43,15.39089277,21.77,35.5312551,23.28,37.99575649,0.49,0.79973886,1.02,1.66476253,0,0,13.02,21.25020402,14.87,24.26962624,4.06397911,1.04455688,2668864.22981868,7018.67782737235
421,421,009907,1,110010099071,421,34.5,34.5,8.3,24.05797101,9.98,28.92753623,4.59,13.30434783,16.22,47.01449275,5.49,15.91304348,1.96,5.68115942,4.18,12.11594203,0,0,0,0,8.3,24.05797101,7.55,21.88405797,13.19,38.23188406,5.65,16.37681159,10.08,29.2173913,13,37.68115942,0,0,2.92,8.46376812,0,0,5.84,16.92753623,7.18,20.8115942,7.13043478,3.24637681,1502970.43798425,6824.6555031311
422,422,009907,2,110010099072,422,80.88,80.87,32.89,40.67021145,21.21,26.22727835,8.35,10.32521331,26.23,32.43477186,10.45,12.92197354,3.2,3.95696797,4.23,5.23061704,0.01,0.0076383,0.54,0.66773835,32.89,40.67021145,21.2,26.21491282,28.58,35.34067021,7.39,9.13812291,18.8,23.24718684,19.39,23.97675281,0.54,0.66773835,0.05,0.06182762,0.01,0.01,31.76,39.27290713,33.35,41.2390256,1.39730432,-0.56881415,3522739.89193424,8699.88414336828
423,423,010100,1,110010101001,423,97.42,97.42,11.36,11.66084993,1.78,1.82714022,38.67,39.69410799,84.27,86.50174502,31.33,32.1597208,12.26,12.58468487,2.02,2.0734962,0,0,0.01,0.01026483,11.36,11.66084993,0.4,0.41059331,13.87,14.23732293,13.47,13.82672962,69.98,71.83329912,72.19,74.10182714,0.01,0.01026483,2.2,2.25826319,0,0,10.14,10.40854034,12.46,12.78998152,1.25230959,-1.1291316,4243341.5769364,9123.58400640636
424,424,010100,2,110010101002,424,45.83,45.83,2.88,6.28409339,0.54,1.17826751,22.28,48.61444469,42.42,92.55945887,13.53,29.52214707,4.73,10.3207506,1.88,4.10211652,0,0,0,0,2.88,6.28409339,0.53,1.15644774,7.13,15.55749509,6.6,14.40104735,35.79,78.09295221,35.83,78.18023129,0,0,0.04,0.08727907,0,0,2.17,4.73385689,3.32,7.2425829,1.5502365,-0.95848951,1996419.79649489,6658.42102719225
425,425,010200,1,110010102001,425,85.8,85.8,18.57,21.64335664,5.9,6.87645688,23.76,27.69230769,61.17,71.29370629,21.54,25.1048951,8.59,10.01165501,7.29,8.4965035,0,0,0.16,0.18648019,18.57,21.64335664,4.35,5.06993007,19.42,22.63403263,15.07,17.56410256,45.29,52.78554779,47.8,55.71095571,0,0,2.51,2.92540793,0,0,14.94,17.46143058,20.93,24.39393939,4.18192607,-2.75058275,3737351.13896837,8518.23875849965
426,426,010200,2,110010102002,426,256.74,221.17,20.96,9.47687299,21.25,9.60799385,54.62,24.69593525,178.6,80.75236244,72.07,32.58579373,22.65,10.24099109,29.26,13.22964236,35.57,13.85608787,0.36,0.16277072,20.96,9.47687299,14.21,6.42492201,64.01,28.94153818,49.8,22.51661618,126.1,57.01496586,136.2,61.58158882,0.11,0.0497355,9.99,4.51688746,35.57,13.86,19.17,8.70177031,27.39,12.39871441,0.77510268,-2.92184141,11182882.0842662,16673.4883351498
379,379,009807,1,110010098071,379,130.96,130.96,75.49,57.64355528,14.96,11.42333537,8.54,6.52107514,40.5,30.92547343,25.85,19.73885156,2.37,1.80971289,3.76,2.87110568,0,0,0.01,0.00763592,75.49,57.64355528,14.92,11.39279169,21.01,16.04306659,6.1,4.65791081,34.38,26.25229078,34.46,26.31337813,0.01,0.00763592,0.06,0.04581552,0,0,63.21,48.25927623,76.55,58.44403726,9.38427906,-0.80048197,5704620.20819048,11449.8295832949
380,380,009807,2,110010098072,380,125.68,125.68,55.67,44.29503501,22.62,17.99809039,15.17,12.07033736,47.01,37.40451941,20.8,16.54996817,3.55,2.82463399,7.5,5.9675366,0,0,0.37,0.29439847,55.67,44.29503501,19.93,15.85773393,29.74,23.6632718,9.81,7.80553787,35.96,28.61234882,40.26,32.03373647,0.12,0.09548059,4.18,3.32590707,0,0,47.29,37.63030158,56.57,45.01472109,6.66473343,-0.71968609,5473997.11858552,10717.7319344828
381,381,009810,1,110010098101,381,73.87,72.26,23.16,32.05092721,24.78,34.29283144,8.43,11.66620537,24.29,33.61472461,9.85,13.6313313,3.07,4.24854691,2.95,4.08247993,1.61,2.18074163,0.03,0.04151675,23.16,32.05092721,24.65,34.11292555,29.58,40.93551066,4.93,6.82258511,18.28,25.29753667,19.52,27.01356214,0,0,1.24,1.71602546,1.61,2.18,14.5,20.59659091,26.2,35.9989008,11.4543363,-3.94797359,3217471.84115194,8586.61735873372
382,382,009810,2,110010098102,382,28.05,28.05,8.79,31.3368984,5.6,19.96434938,4.35,15.50802139,13.66,48.69875223,6.55,23.35115865,1.26,4.49197861,1.51,5.38324421,0,0,0,0,8.79,31.3368984,5.59,19.92869875,8.29,29.5543672,2.7,9.62566845,10.9,38.85918004,10.97,39.1087344,0,0,0.07,0.24955437,0,0,5.78,20.59871703,8.55,30.47042053,10.73818136,0.86647787,1222004.85845595,5930.32054952031
383,383,009811,1,110010098111,383,58.22,58.22,16,27.48196496,13.25,22.75850223,9.52,16.35176915,28.8,49.46753693,13.63,23.4111989,2.9,4.98110615,2.75,4.72346273,0,0,0.18,0.30917211,16,27.48196496,13.22,22.70697355,18.74,32.18825146,5.51,9.46410168,23.14,39.74579182,23.49,40.34695981,0.1,0.17176228,0.25,0.4294057,0,0,10.8,18.55032635,14.45,24.8196496,8.93163861,2.66231536,2536076.25033233,8698.27547759188
384,384,009811,2,110010098112,384,57.17,57.17,12.69,22.19695645,12.67,22.16197306,8.81,15.41018016,31.66,55.37869512,14.84,25.95767011,2.58,4.51285639,5.44,9.51548015,0,0,0.14,0.24488368,12.69,22.19695645,12.51,21.882106,20.17,35.28074165,7.66,13.39863565,23.64,41.35035858,24.31,42.52230191,0.14,0.24488368,0.52,0.90956796,0,0,7.74,13.53856918,11.21,19.60818611,8.65838727,2.58877033,2490030.57909173,7751.82554483166
385,385,009901,1,110010099011,385,64.24,64.24,27.4,42.65255293,12.51,19.47384807,7.81,12.15753425,23.88,37.17310087,9.26,14.41469489,1.35,2.1014944,5.46,8.49937733,0,0,0.45,0.70049813,27.4,42.65255293,12.51,19.47384807,19.32,30.0747198,6.81,10.60087173,17.05,26.54109589,17.52,27.27272727,0.45,0.70049813,0.02,0.03113325,0,0,23.59,36.72166874,25.75,40.08405978,5.93088418,2.56849315,2798085.21587254,7567.29417826565
386,386,009102,1,110010091021,386,62.07,62.07,21.89,35.26663445,12.95,20.86354116,7.91,12.74367649,27.17,43.77315934,13.13,21.15353633,1.94,3.12550346,4.19,6.75044305,0,0,0.05,0.08055421,21.89,35.26663445,12.94,20.84743032,19.06,30.70726599,6.12,9.85983567,21.04,33.89721282,21.12,34.02609957,0.05,0.08055421,0.02,0.03222169,0,0,15.11,24.34740574,16.67,26.85677461,10.91922871,8.40985984,2703521.77661123,7585.0011586329
387,387,009102,2,110010091022,387,354.74,354.69,43.09,12.14863684,23.36,6.58603287,63.78,17.98189969,287.54,81.06797485,117.85,33.22619752,12.51,3.5270236,93.39,26.33003468,0.05,0.01483714,0.7,0.19735544,43.09,12.14863684,23.36,6.58603287,129.19,36.42335561,105.83,29.83732273,181.64,51.21091658,182.41,51.42800756,0.7,0.19735544,0.07,0.01973554,0.05,0.01,34.02,9.58985201,35.7,10.06342495,2.55878483,2.08521189,15452121.5123939,19663.1456088418
388,388,009102,3,110010091023,388,36.7,36.7,9.17,24.98637602,8.38,22.83378747,6.56,17.8746594,19.15,52.17983651,6.56,17.8746594,2.29,6.23978202,3.74,10.19073569,0,0,0,0,9.17,24.98637602,8.17,22.26158038,13.59,37.02997275,5.42,14.76839237,13.12,35.7493188,13.95,38.01089918,0,0,0.83,2.26158038,0,0,5.83,15.88123127,7.56,20.59384364,9.10514475,4.39253238,1598911.52126048,6156.22390416431
389,389,009201,1,110010092011,389,158.35,158.35,41.93,26.47931797,34.5,21.7871803,26.29,16.6024629,81.87,51.70192611,35.29,22.28607515,8.35,5.27312914,11.95,7.54657404,0,0,0.04,0.0252605,41.93,26.47931797,31.09,19.63372277,50.23,31.72087149,19.14,12.08714872,61.56,38.8759078,66.18,41.79349542,0.04,0.0252605,4.58,2.89232712,0,0,38.65,24.41104023,45.85,28.95484686,2.06827773,-2.47552889,6897172.75995876,10939.7642599751
390,390,009203,1,110010092031,390,90.61,90.61,30.09,33.20825516,36.1,39.84107714,6.82,7.52676305,24.31,26.82926829,12.55,13.85056837,1.3,1.43472023,3.64,4.01721664,0,0,0.11,0.1213994,30.09,33.20825516,36.1,39.84107714,41.02,45.2709414,4.92,5.42986425,19.36,21.36629511,19.5,21.52080344,0.11,0.1213994,0.03,0.03310893,0,0,22.43,24.75444211,27.32,30.15119744,8.45381304,3.05705772,3946801.17652689,8960.3294087258
391,391,009203,2,110010092032,391,54.51,54.51,14.47,26.54558797,11.35,20.82186755,10.9,19.99633095,28.31,51.93542469,10.51,19.2808659,1.76,3.22876536,5.14,9.42946248,0,0,0.38,0.69711979,14.47,26.54558797,11.32,20.76683177,18.18,33.35167859,6.86,12.58484682,21.41,39.27719684,21.86,40.10273344,0.38,0.69711979,0.06,0.11007155,0,0,11.09,20.34489085,14.49,26.58227848,6.20069712,-0.03669052,2374651.2185845,8188.00213557938
