"","X","census_bg","Total.Area.in.acres","Total.Land.Area.in.acres","Tree.Canopy.in.acres","Tree.Canopy.area.in.percent","Vegetation.in.acres","Vegetation.Percentage","Building.area.in.acres","Building.area.in.percent","Total.Impervious.Area.in.acres","Total.Impervious.Area.in.percent","Road.Acres","Road.Area.in.percent","Sidewalk.Area.in.acres","Sidewalk.Area.in.percent","Other.Impervious.Area.in.acres","Other.Impervious.Area.in.percent","Surface.Water.Area.in.acres","Surface.Water.Area.in.percent","Soil.area.in.acres","Soil.area.in.percent","Urban.Tree.Canopy.area.in.acres","Urban.Tree.Canopy.area.percent","Possible.Vegetation.Planting.Area.in.acres","Possible.Vegetation.Planting.Area.in.percent","Total.Possible.Planting.Area.in.acres","Total.Possible.Planting.Area.in.percent","Impervious.Possible.Planting.Area.in.acres","Impervious.Possible.Planting.Area.in.percent","Unsuitable.Impervious.Planting.Buildings.and.Roads.Area.in.acres","Unsuitable.Impervious.Planting.Buildings.and.Roads.Area.in.percent","Total.Unsuitable.Planting.Area.in.acres","Total.Unsuitable.Planting.Area.in.percent","Unsuitable.Soil.and.Vegetation.Area.in.acres","Unsuitable.Soil.and.Vegetation.Area.in.percent","Unsuitable.Other.Land.Area.in.acres","Unsuitable.Other.Land.Area.in.percent","SHAPEAREA","SHAPELEN","Geographic.Area.Name","Income.in.the.past.12.months.below.poverty.level","Median.household.income.in.the.past.12.months","Total.Population","Total.Population.of.one.race","Total.White.Population","Total.African.American.Population","Total.American.Indian.Population","Total.Asian.Population","Total.Native.Hawaiian.Population","Total.Population.of.Other.Races","PovertyPerCapita","UTC_quart","income_quart","UTCacres_quart"
"347",346,110010083021,64.47,64.47,16.69,25.88800993,4.3,6.66976888,19.94,30.92911432,43.28,67.13199938,11.67,18.10144253,3.27,5.07212657,8.4,13.02931596,0,0,0.19,0.29471072,16.69,25.88800993,3.27,5.07212657,14.36,22.27392586,11.09,17.20179929,31.59,48.99953467,33.42,51.83806422,0.02,0.03102218,1.81,2.80750737,2807949.93622425,7784.43376986223,"Block Group 1, Census Tract 83.02, District of Columbia, District of Columbia",0,152266,982,866,726,88,1,37,0,14,0,"Q2","Q4","Q3"
"348",347,110010084021,33.02,33.02,7.02,21.25984252,2.2,6.66262871,10.25,31.04179285,23.76,71.95639007,7.7,23.31920048,1.9,5.75408843,3.91,11.8413083,0,0,0.03,0.09085403,7.02,21.25984252,2.11,6.39006663,7.84,23.74318595,5.73,17.35311932,17.92,54.27013931,18.16,54.99697153,0.03,0.09085403,0.2,0.60569352,1438200.57680528,6128.603284691,"Block Group 1, Census Tract 84.02, District of Columbia, District of Columbia",0,101667,1192,1094,790,249,2,34,0,19,0,"Q2","Q3","Q2"
"349",348,110010084022,33.29,33.29,7.31,21.95854611,2.68,8.05046561,9.26,27.81616101,23.3,69.99098828,8.05,24.18143587,2.29,6.87894263,3.69,11.08440973,0,0,0,0,7.31,21.95854611,2.01,6.0378492,7.27,21.83838991,5.26,15.8005407,16.85,50.61580054,18.71,56.20306398,0,0,1.86,5.58726344,1450145.10217539,5046.80062508977,"Block Group 2, Census Tract 84.02, District of Columbia, District of Columbia",0,68611,1255,1168,639,462,3,34,1,29,0,"Q2","Q2","Q2"
"350",349,110010084101,54.4,54.4,12.08,22.20588235,3.72,6.83823529,15.48,28.45588235,38.6,70.95588235,12.04,22.13235294,3.33,6.12132353,7.76,14.26470588,0,0,0,0,12.08,22.20588235,3.7,6.80147059,14.78,27.16911765,11.08,20.36764706,27.52,50.58823529,27.54,50.625,0,0,0.02,0.03676471,2369412.76380997,7631.53119799507,"Block Group 1, Census Tract 84.10, District of Columbia, District of Columbia",13,167500,1843,1689,887,637,8,126,0,31,0.00705371676614216,"Q2","Q4","Q2"
"351",350,110010087011,66.02,66.02,9.2,13.93517116,9,13.63223266,18.92,28.65798243,47.83,72.44774311,14.55,22.03877613,4.24,6.42229627,10.12,15.32868828,0,0,0,0,9.2,13.93517116,7.2,10.90578613,17.19,26.03756437,9.98,15.11663132,33.46,50.68161163,39.64,60.04241139,0,0,6.18,9.36079976,2875937.17861296,7108.3819358392,"Block Group 1, Census Tract 87.01, District of Columbia, District of Columbia",0,120625,1424,1294,566,594,5,89,0,40,0,"Q1","Q3","Q2"
"352",351,110010087012,28.99,28.99,5.92,20.42083477,2.5,8.62366333,8.85,30.5277682,20.56,70.92100724,6.13,21.14522249,1.39,4.79475681,4.19,14.45325974,0,0,0,0,5.92,20.42083477,2.5,8.62366333,7.97,27.4922387,5.48,18.90307002,14.98,51.67299069,15.09,52.05243187,0,0,0.12,0.41393584,1262429.78321048,4900.88401580714,"Block Group 2, Census Tract 87.01, District of Columbia, District of Columbia",5,93565,1390,1279,466,729,4,55,0,25,0.00359712230215827,"Q2","Q2","Q1"
"353",352,110010087021,55.89,55.89,8.23,14.72535337,4.37,7.81893004,13.82,24.7271426,42.96,76.86527107,18.87,33.76274826,2.39,4.27625693,7.87,14.08123099,0,0,0.34,0.60833781,8.23,14.72535337,4.37,7.81893004,14.63,26.17641796,10.27,18.37538021,32.69,58.48989086,33.03,59.09822866,0.34,0.60833781,0,0,2434540.4976612,6900.66625034766,"Block Group 1, Census Tract 87.02, District of Columbia, District of Columbia",49,49130,1250,1131,394,579,9,65,2,82,0.0392,"Q1","Q1","Q2"
"354",353,110010087022,61.34,61.34,5.65,9.21095533,7.85,12.79752201,15.87,25.87218781,47.83,77.97522008,16.03,26.13302902,3.92,6.39060972,12.02,19.59569612,0,0,0,0,5.65,9.21095533,7.84,12.78121943,23.65,38.55559178,15.81,25.77437235,31.9,52.00521682,32.03,52.21715031,0,0,0.13,0.21193349,2671708.52984498,7648.85817822375,"Block Group 2, Census Tract 87.02, District of Columbia, District of Columbia",16,93158,932,876,385,428,4,50,0,9,0.0171673819742489,"Q1","Q2","Q1"
"355",354,110010088021,16.89,16.89,3.4,20.13025459,2.31,13.67673179,4.54,26.87981054,11.19,66.25222025,3.65,21.61042037,0.76,4.49970397,2.24,13.26228538,0,0,0,0,3.4,20.13025459,2.31,13.67673179,5.31,31.43872114,3,17.76198934,8.19,48.49023091,8.19,48.49023091,0,0,0,0,735857.568053256,3775.52569808761,"Block Group 1, Census Tract 88.02, District of Columbia, District of Columbia",10,105313,728,677,121,490,6,13,1,46,0.0137362637362637,"Q2","Q3","Q1"
"356",355,110010088022,32.08,32.08,8.45,26.340399,2.44,7.60598504,8.25,25.71695761,21.18,66.02244389,7.49,23.3478803,1.33,4.14588529,4.12,12.84289277,0,0,0,0,8.45,26.340399,2.44,7.60598504,7.89,24.59476309,5.45,16.98877805,15.74,49.06483791,15.74,49.06483791,0,0,0,0,1397308.59452363,4688.08830215489,"Block Group 2, Census Tract 88.02, District of Columbia, District of Columbia",58,32250,1178,1090,382,638,5,31,0,34,0.0492359932088285,"Q2","Q1","Q2"
"357",356,110010096022,225.38,207.33,75.3,36.31891188,37.32,18.00028939,15.54,7.49529735,94.44,45.55057155,34.51,16.64496214,5.04,2.43090725,39.34,18.97458158,18.05,8.00697307,0.28,0.1350504,75.3,36.31891188,36.72,17.71089567,80.59,38.87039985,43.87,21.15950417,50.05,24.14025949,51.45,24.8155115,0.28,0.1350504,1.12,0.54020161,9817747.90725895,16415.2471107748,"Block Group 2, Census Tract 96.02, District of Columbia, District of Columbia",214,23448,3222,3163,2,3137,1,0,0,23,0.0664183736809435,"Q3","Q1","Q4"
"358",357,110010096031,64.78,64.78,21.24,32.7878975,9.97,15.39055264,10.08,15.56035814,33,50.94164866,15.12,23.3405372,2.52,3.89008953,5.29,8.16610065,0,0,0.58,0.89533807,21.24,32.7878975,9.24,14.26366162,16.75,25.85674591,7.51,11.59308429,25.15,38.82371102,26.79,41.35535659,0.37,0.57116394,1.27,1.96048163,2822172.66348114,7464.83268329608,"Block Group 1, Census Tract 96.03, District of Columbia, District of Columbia",97,43929,1860,1800,38,1605,21,9,0,127,0.0521505376344086,"Q3","Q1","Q3"
"359",358,110010096032,48.41,48.41,8.15,16.83536459,7.86,16.23631481,9.66,19.95455484,32.4,66.92832059,14.31,29.56000826,2.48,5.12290849,5.95,12.290849,0,0,0,0,8.15,16.83536459,7.86,16.23631481,16.29,33.6500723,8.43,17.41375749,23.97,49.51456311,23.97,49.51456311,0,0,0,0,2108396.97479292,6319.66364580983,"Block Group 2, Census Tract 96.03, District of Columbia, District of Columbia",22,72413,675,634,33,574,5,3,0,19,0.0325925925925926,"Q1","Q2","Q2"
"360",359,110010096033,44.77,44.77,5.01,11.19052937,3.85,8.5995086,9.33,20.83984811,35.58,79.47286129,14.73,32.90149654,2.15,4.80232298,9.37,20.92919366,0,0,0.33,0.73710074,5.01,11.19052937,3.85,8.5995086,15.38,34.35336163,11.52,25.73151664,24.06,53.74134465,24.39,54.47844539,0.33,0.73710074,0,0,1950220.92938481,6564.12388833947,"Block Group 3, Census Tract 96.03, District of Columbia, District of Columbia",11,35731,1436,1379,35,1260,12,5,0,67,0.00766016713091922,"Q1","Q1","Q1"
"361",360,110010096041,84.77,70.26,18.65,26.54426416,17.66,25.13521207,8.3,11.81326502,33.95,48.32052377,14.89,21.19271278,1.79,2.54768005,8.96,12.75263308,14.52,17.12585113,0,0,18.65,26.54426416,17.37,24.72245944,27.47,39.09763735,10.1,14.37517791,23.2,33.02021065,24.14,34.35809849,0,0,0.94,1.33788785,3692785.50338031,10361.3351641046,"Block Group 1, Census Tract 96.04, District of Columbia, District of Columbia",12,59286,1200,1147,80,982,5,4,2,74,0.01,"Q2","Q2","Q3"
"362",361,110010096042,50.77,50.77,7.72,15.20583021,5.7,11.22710262,9.5,18.7118377,36.64,72.16860351,18,35.45400827,1.49,2.93480402,7.65,15.06795352,0,0,0.72,1.41816033,7.72,15.20583021,5.7,11.22710262,14.84,29.22986015,9.14,18.00275753,27.5,54.16584597,28.22,55.5840063,0.72,1.41816033,0,0,2211542.2800641,7446.89523214075,"Block Group 2, Census Tract 96.04, District of Columbia, District of Columbia",28,70848,796,760,59,671,3,0,4,23,0.0351758793969849,"Q1","Q2","Q2"
"363",362,110010097001,79.22,78.35,19.66,25.0925335,19.76,25.22016592,12.26,15.64773452,38.7,49.39374601,17.27,22.0421187,3.74,4.77345246,5.43,6.93044033,0.87,1.09701246,0.23,0.29355456,19.66,25.0925335,19.65,25.07977026,28.53,36.41352904,8.88,11.33375877,29.52,37.67708998,30.16,38.49393746,0.13,0.16592214,0.51,0.65092534,3450743.23525835,8345.92254203115,"Block Group 1, Census Tract 97, District of Columbia, District of Columbia",207,29250,718,677,12,657,0,0,0,8,0.288300835654596,"Q2","Q1","Q3"
"364",363,110010097002,22.1,22.1,6.41,29.00452489,3.96,17.91855204,4.26,19.2760181,11.64,52.66968326,4.46,20.18099548,1.09,4.9321267,1.83,8.28054299,0,0,0.09,0.40723982,6.41,29.00452489,3.75,16.96832579,6.56,29.68325792,2.82,12.760181,8.71,39.41176471,9.12,41.26696833,0,0,0.41,1.85520362,962516.768402699,4353.20161229475,"Block Group 2, Census Tract 97, District of Columbia, District of Columbia",7,58942,1517,1487,7,1464,7,4,0,5,0.004614370468029,"Q3","Q2","Q1"
"365",364,110010098011,110.85,108.52,34.12,31.44120899,34.32,31.62550682,9.65,8.89237007,39.73,36.61076299,16.58,15.27828972,5.28,4.86546259,8.22,7.57464062,2.32,2.09526909,0.35,0.32252119,34.12,31.44120899,32.08,29.56137118,44.3,40.8219683,12.21,11.25138223,26.23,24.17065979,30.1,27.73682271,0.35,0.32252119,3.53,3.25285662,4828132.33116584,10747.4268371408,"Block Group 1, Census Tract 98.01, District of Columbia, District of Columbia",137,22589,1848,1796,17,1741,14,6,0,18,0.0741341991341991,"Q3","Q1","Q4"
"366",365,110010098021,21.39,21.39,4.27,19.96259935,3.13,14.63300608,3.26,15.24076671,13.99,65.40439458,4.33,20.24310425,2.07,9.67741935,4.33,20.24310425,0,0,0,0,4.27,19.96259935,3.07,14.35250117,9.47,44.27302478,6.41,29.96727443,7.58,35.43712015,7.64,35.71762506,0,0,0.06,0.28050491,931631.910706903,6076.45916753483,"Block Group 1, Census Tract 98.02, District of Columbia, District of Columbia",112,17727,914,897,1,885,1,0,0,10,0.12253829321663,"Q2","Q1","Q1"
"367",366,110010098022,28.22,28.22,9.49,33.62863218,6.43,22.78525868,4.35,15.41459957,12.29,43.55067328,4.89,17.32813607,1.12,3.96881644,1.94,6.87455705,0,0,0,0,9.49,33.62863218,6.43,22.78525868,9.47,33.55776045,3.04,10.77250177,9.23,32.70729979,9.25,32.77817151,0,0,0.02,0.07087172,1228947.12897622,5361.94162712303,"Block Group 2, Census Tract 98.02, District of Columbia, District of Columbia",109,19306,1150,1108,12,1076,5,3,0,12,0.0947826086956522,"Q3","Q1","Q2"
"368",367,110010098031,52.79,52.79,13.3,25.19416556,9.24,17.50331502,9.55,18.09054745,30.15,57.1130896,7.69,14.56715287,3.02,5.72078045,9.89,18.73460883,0,0,0.09,0.17048683,13.3,25.19416556,9.22,17.46542906,22.09,41.84504641,12.87,24.37961735,17.24,32.65770032,17.4,32.96078803,0.04,0.07577193,0.11,0.2083728,2299383.6929818,6344.71323010996,"Block Group 1, Census Tract 98.03, District of Columbia, District of Columbia",60,48304,938,912,12,873,22,0,0,5,0.0639658848614073,"Q2","Q1","Q2"
"369",368,110010098032,34.53,34.51,11.64,33.72935381,9.36,27.12257317,3.83,11.0982324,13.24,38.3656911,6,17.38626485,1.62,4.69429151,1.79,5.18690235,0.03,0.07656091,0.27,0.78238192,11.64,33.72935381,9.13,26.45609968,12.52,36.27933932,3.39,9.82323964,9.83,28.48449725,10.35,29.99130687,0.27,0.78238192,0.25,0.7244277,1504191.70102148,6174.28017025033,"Block Group 2, Census Tract 98.03, District of Columbia, District of Columbia",35,46650,830,777,7,742,4,9,0,15,0.0421686746987952,"Q3","Q1","Q2"
"370",369,110010098033,43.89,43.89,17.23,39.25723399,7.02,15.99453178,6.37,14.51355662,19.65,44.77101846,9.6,21.87286398,1.46,3.32649806,2.22,5.05809979,0,0,0,0,17.23,39.25723399,7,15.94896332,10.62,24.19685578,3.62,8.24789246,15.97,36.3864206,16.05,36.56869446,0,0,0.08,0.18227387,1912050.95945775,7042.84970366876,"Block Group 3, Census Tract 98.03, District of Columbia, District of Columbia",71,18155,1200,1156,24,1074,19,12,0,27,0.0591666666666667,"Q4","Q1","Q3"
"371",370,110010098041,87.14,87.07,24.8,28.48282991,22.27,25.57712186,13.95,16.02159182,38.18,43.84977604,13.3,15.27506604,3.79,4.35281957,7.14,8.20029861,0.07,0.07514703,1.82,2.09027219,24.8,28.48282991,19.81,22.75180889,28.61,32.8586195,8.8,10.10681061,27.23,31.27368784,33.66,38.65855059,1.42,1.63087171,5.01,5.75399104,3795797.78949099,9700.29478178076,"Block Group 1, Census Tract 98.04, District of Columbia, District of Columbia",93,40058,1609,1545,18,1454,6,8,0,59,0.057799875699192,"Q2","Q1","Q3"
"372",371,110010098042,40.94,40.94,12.71,31.04543234,8.31,20.29799707,6.46,15.77918906,19.92,48.65657059,7.97,19.46751343,1.33,3.24865657,4.16,10.16121153,0,0,0,0,12.71,31.04543234,8.28,20.2247191,13.61,33.24377137,5.34,13.04347826,14.43,35.24670249,14.62,35.71079629,0,0,0.19,0.4640938,1783098.66562704,8301.76854584267,"Block Group 2, Census Tract 98.04, District of Columbia, District of Columbia",46,42528,908,874,26,804,0,10,0,34,0.0506607929515418,"Q3","Q1","Q2"
"373",372,110010099042,52.54,52.54,10.93,20.80319756,8.76,16.67301104,10.12,19.26151504,32.74,62.3144271,12.16,23.14427103,2.52,4.79634564,7.93,15.09326228,0,0,0.12,0.22839741,10.93,20.80319756,8.75,16.65397792,19.19,36.52455272,10.44,19.8705748,22.28,42.40578607,22.42,42.67224971,0.12,0.22839741,0.02,0.03806624,2288648.47468733,8225.32752321326,"Block Group 2, Census Tract 99.04, District of Columbia, District of Columbia",120,32054,1073,1035,31,953,1,6,0,44,0.111835973904939,"Q2","Q1","Q2"
"374",373,110010099051,45.93,45.93,11.35,24.71151753,9.1,19.81275855,8.11,17.65730459,25.49,55.49749619,9.35,20.3570651,2.35,5.1164816,5.69,12.38841716,0,0,0,0,11.35,24.71151753,7.9,17.20008709,15.39,33.50751143,7.49,16.30742434,17.43,37.94905291,19.2,41.80274331,0,0,1.76,3.83191814,2000854.81075895,5842.87541917576,"Block Group 1, Census Tract 99.05, District of Columbia, District of Columbia",44,94605,1161,1118,21,1062,6,0,0,29,0.0378983634797588,"Q2","Q2","Q2"
"375",374,110010099052,34.98,34.98,12.96,37.04974271,6.35,18.15323042,4.73,13.52201258,15.67,44.79702687,5.82,16.6380789,1.12,3.20182962,4,11.43510577,0,0,0,0,12.96,37.04974271,6.34,18.12464265,11.47,32.79016581,5.12,14.63693539,10.54,30.13150372,10.55,30.16009148,0,0,0.01,0.02858776,1523608.32709118,6461.71531649815,"Block Group 2, Census Tract 99.05, District of Columbia, District of Columbia",63,50096,766,735,17,700,6,0,1,11,0.0822454308093995,"Q3","Q1","Q2"
"376",375,110010099053,25.69,25.69,6.49,25.26274815,4.87,18.95679253,4.72,18.37290775,14.33,55.78045932,5.56,21.64266251,1.29,5.02140911,2.77,10.78240561,0,0,0,0,6.49,25.26274815,4.87,18.95679253,8.92,34.72168159,4.05,15.76488906,10.28,40.01557026,10.28,40.01557026,0,0,0.01,0.03892565,1119292.03063084,4339.73552074803,"Block Group 3, Census Tract 99.05, District of Columbia, District of Columbia",83,36103,863,834,15,795,3,2,0,19,0.0961761297798378,"Q2","Q1","Q2"
"377",376,110010099061,61.27,61.27,15.51,25.31418312,13.09,21.36445242,8.66,14.13416027,32.18,52.52162559,13.14,21.44605843,2.82,4.60257875,7.57,12.35514934,0,0,0.49,0.79973886,15.51,25.31418312,13.06,21.31548882,22.48,36.69006039,9.43,15.39089277,21.77,35.5312551,23.28,37.99575649,0.49,0.79973886,1.02,1.66476253,2668864.22981868,7018.67782737235,"Block Group 1, Census Tract 99.06, District of Columbia, District of Columbia",63,37731,1773,1686,62,1547,10,8,0,59,0.0355329949238579,"Q2","Q1","Q3"
"378",377,110010099071,34.5,34.5,8.3,24.05797101,9.98,28.92753623,4.59,13.30434783,16.22,47.01449275,5.49,15.91304348,1.96,5.68115942,4.18,12.11594203,0,0,0,0,8.3,24.05797101,7.55,21.88405797,13.19,38.23188406,5.65,16.37681159,10.08,29.2173913,13,37.68115942,0,0,2.92,8.46376812,1502970.43798425,6824.6555031311,"Block Group 1, Census Tract 99.07, District of Columbia, District of Columbia",20,53155,640,629,19,605,0,0,0,5,0.03125,"Q2","Q1","Q2"
"379",378,110010099072,80.88,80.87,32.89,40.67021145,21.21,26.22727835,8.35,10.32521331,26.23,32.43477186,10.45,12.92197354,3.2,3.95696797,4.23,5.23061704,0.01,0.0076383,0.54,0.66773835,32.89,40.67021145,21.2,26.21491282,28.58,35.34067021,7.39,9.13812291,18.8,23.24718684,19.39,23.97675281,0.54,0.66773835,0.05,0.06182762,3522739.89193424,8699.88414336828,"Block Group 2, Census Tract 99.07, District of Columbia, District of Columbia",103,37951,1619,1573,16,1522,7,3,1,24,0.0636195182211241,"Q4","Q1","Q4"
"380",379,110010101001,97.42,97.42,11.36,11.66084993,1.78,1.82714022,38.67,39.69410799,84.27,86.50174502,31.33,32.1597208,12.26,12.58468487,2.02,2.0734962,0,0,0.01,0.01026483,11.36,11.66084993,0.4,0.41059331,13.87,14.23732293,13.47,13.82672962,69.98,71.83329912,72.19,74.10182714,0.01,0.01026483,2.2,2.25826319,4243341.5769364,9123.58400640636,"Block Group 1, Census Tract 101, District of Columbia, District of Columbia",15,128571,761,679,386,89,1,176,0,27,0.0197109067017083,"Q1","Q3","Q2"
"381",380,110010101002,45.83,45.83,2.88,6.28409339,0.54,1.17826751,22.28,48.61444469,42.42,92.55945887,13.53,29.52214707,4.73,10.3207506,1.88,4.10211652,0,0,0,0,2.88,6.28409339,0.53,1.15644774,7.13,15.55749509,6.6,14.40104735,35.79,78.09295221,35.83,78.18023129,0,0,0.04,0.08727907,1996419.79649489,6658.42102719225,"Block Group 2, Census Tract 101, District of Columbia, District of Columbia",36,63571,975,893,592,98,1,148,3,51,0.0369230769230769,"Q1","Q2","Q1"
"382",381,110010102001,85.8,85.8,18.57,21.64335664,5.9,6.87645688,23.76,27.69230769,61.17,71.29370629,21.54,25.1048951,8.59,10.01165501,7.29,8.4965035,0,0,0.16,0.18648019,18.57,21.64335664,4.35,5.06993007,19.42,22.63403263,15.07,17.56410256,45.29,52.78554779,47.8,55.71095571,0,0,2.51,2.92540793,3737351.13896837,8518.23875849965,"Block Group 1, Census Tract 102, District of Columbia, District of Columbia",8,129716,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Q2","Q3","Q3"
"383",382,110010102002,256.74,221.17,20.96,9.47687299,21.25,9.60799385,54.62,24.69593525,178.6,80.75236244,72.07,32.58579373,22.65,10.24099109,29.26,13.22964236,35.57,13.85608787,0.36,0.16277072,20.96,9.47687299,14.21,6.42492201,64.01,28.94153818,49.8,22.51661618,126.1,57.01496586,136.2,61.58158882,0.11,0.0497355,9.99,4.51688746,11182882.0842662,16673.4883351498,"Block Group 2, Census Tract 102, District of Columbia, District of Columbia",8,100350,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Q1","Q3","Q3"
"384",383,110010098071,130.96,130.96,75.49,57.64355528,14.96,11.42333537,8.54,6.52107514,40.5,30.92547343,25.85,19.73885156,2.37,1.80971289,3.76,2.87110568,0,0,0.01,0.00763592,75.49,57.64355528,14.92,11.39279169,21.01,16.04306659,6.1,4.65791081,34.38,26.25229078,34.46,26.31337813,0.01,0.00763592,0.06,0.04581552,5704620.20819048,11449.8295832949,"Block Group 1, Census Tract 98.07, District of Columbia, District of Columbia",42,69592,906,836,20,791,3,3,0,19,0.0463576158940397,"Q4","Q2","Q4"
"385",384,110010098072,125.68,125.68,55.67,44.29503501,22.62,17.99809039,15.17,12.07033736,47.01,37.40451941,20.8,16.54996817,3.55,2.82463399,7.5,5.9675366,0,0,0.37,0.29439847,55.67,44.29503501,19.93,15.85773393,29.74,23.6632718,9.81,7.80553787,35.96,28.61234882,40.26,32.03373647,0.12,0.09548059,4.18,3.32590707,5473997.11858552,10717.7319344828,"Block Group 2, Census Tract 98.07, District of Columbia, District of Columbia",169,35417,1386,1353,14,1330,2,0,0,7,0.121933621933622,"Q4","Q1","Q4"
"386",385,110010098101,73.87,72.26,23.16,32.05092721,24.78,34.29283144,8.43,11.66620537,24.29,33.61472461,9.85,13.6313313,3.07,4.24854691,2.95,4.08247993,1.61,2.18074163,0.03,0.04151675,23.16,32.05092721,24.65,34.11292555,29.58,40.93551066,4.93,6.82258511,18.28,25.29753667,19.52,27.01356214,0,0,1.24,1.71602546,3217471.84115194,8586.61735873372,"Block Group 1, Census Tract 98.10, District of Columbia, District of Columbia",81,36012,1358,1309,12,1280,2,1,0,14,0.0596465390279823,"Q3","Q1","Q3"
"387",386,110010098102,28.05,28.05,8.79,31.3368984,5.6,19.96434938,4.35,15.50802139,13.66,48.69875223,6.55,23.35115865,1.26,4.49197861,1.51,5.38324421,0,0,0,0,8.79,31.3368984,5.59,19.92869875,8.29,29.5543672,2.7,9.62566845,10.9,38.85918004,10.97,39.1087344,0,0,0.07,0.24955437,1222004.85845595,5930.32054952031,"Block Group 2, Census Tract 98.10, District of Columbia, District of Columbia",65,40136,1103,1056,13,1024,2,4,0,13,0.0589301903898459,"Q3","Q1","Q2"
"388",387,110010098111,58.22,58.22,16,27.48196496,13.25,22.75850223,9.52,16.35176915,28.8,49.46753693,13.63,23.4111989,2.9,4.98110615,2.75,4.72346273,0,0,0.18,0.30917211,16,27.48196496,13.22,22.70697355,18.74,32.18825146,5.51,9.46410168,23.14,39.74579182,23.49,40.34695981,0.1,0.17176228,0.25,0.4294057,2536076.25033233,8698.27547759188,"Block Group 1, Census Tract 98.11, District of Columbia, District of Columbia",158,31944,2193,2136,7,2115,3,0,0,11,0.072047423620611,"Q2","Q1","Q3"
"389",388,110010098112,57.17,57.17,12.69,22.19695645,12.67,22.16197306,8.81,15.41018016,31.66,55.37869512,14.84,25.95767011,2.58,4.51285639,5.44,9.51548015,0,0,0.14,0.24488368,12.69,22.19695645,12.51,21.882106,20.17,35.28074165,7.66,13.39863565,23.64,41.35035858,24.31,42.52230191,0.14,0.24488368,0.52,0.90956796,2490030.57909173,7751.82554483166,"Block Group 2, Census Tract 98.11, District of Columbia, District of Columbia",185,30611,1200,1168,4,1144,0,2,0,18,0.154166666666667,"Q2","Q1","Q2"
"390",389,110010099011,64.24,64.24,27.4,42.65255293,12.51,19.47384807,7.81,12.15753425,23.88,37.17310087,9.26,14.41469489,1.35,2.1014944,5.46,8.49937733,0,0,0.45,0.70049813,27.4,42.65255293,12.51,19.47384807,19.32,30.0747198,6.81,10.60087173,17.05,26.54109589,17.52,27.27272727,0.45,0.70049813,0.02,0.03113325,2798085.21587254,7567.29417826565,"Block Group 1, Census Tract 99.01, District of Columbia, District of Columbia",27,62647,735,694,37,641,4,1,0,11,0.036734693877551,"Q4","Q2","Q3"
"391",390,110010091021,62.07,62.07,21.89,35.26663445,12.95,20.86354116,7.91,12.74367649,27.17,43.77315934,13.13,21.15353633,1.94,3.12550346,4.19,6.75044305,0,0,0.05,0.08055421,21.89,35.26663445,12.94,20.84743032,19.06,30.70726599,6.12,9.85983567,21.04,33.89721282,21.12,34.02609957,0.05,0.08055421,0.02,0.03222169,2703521.77661123,7585.0011586329,"Block Group 1, Census Tract 91.02, District of Columbia, District of Columbia",21,101250,916,836,121,622,8,8,0,77,0.0229257641921397,"Q3","Q3","Q3"
"392",391,110010091022,354.74,354.69,43.09,12.14863684,23.36,6.58603287,63.78,17.98189969,287.54,81.06797485,117.85,33.22619752,12.51,3.5270236,93.39,26.33003468,0.05,0.01483714,0.7,0.19735544,43.09,12.14863684,23.36,6.58603287,129.19,36.42335561,105.83,29.83732273,181.64,51.21091658,182.41,51.42800756,0.7,0.19735544,0.07,0.01973554,15452121.5123939,19663.1456088418,"Block Group 2, Census Tract 91.02, District of Columbia, District of Columbia",95,49310,1365,1321,49,1230,3,13,0,26,0.0695970695970696,"Q1","Q1","Q4"
"393",392,110010091023,36.7,36.7,9.17,24.98637602,8.38,22.83378747,6.56,17.8746594,19.15,52.17983651,6.56,17.8746594,2.29,6.23978202,3.74,10.19073569,0,0,0,0,9.17,24.98637602,8.17,22.26158038,13.59,37.02997275,5.42,14.76839237,13.12,35.7493188,13.95,38.01089918,0,0,0.83,2.26158038,1598911.52126048,6156.22390416431,"Block Group 3, Census Tract 91.02, District of Columbia, District of Columbia",85,22011,1575,1491,190,1199,3,22,0,77,0.053968253968254,"Q2","Q1","Q2"
"394",393,110010092011,158.35,158.35,41.93,26.47931797,34.5,21.7871803,26.29,16.6024629,81.87,51.70192611,35.29,22.28607515,8.35,5.27312914,11.95,7.54657404,0,0,0.04,0.0252605,41.93,26.47931797,31.09,19.63372277,50.23,31.72087149,19.14,12.08714872,61.56,38.8759078,66.18,41.79349542,0.04,0.0252605,4.58,2.89232712,6897172.75995876,10939.7642599751,"Block Group 1, Census Tract 92.01, District of Columbia, District of Columbia",11,91563,838,734,366,278,6,44,1,39,0.013126491646778,"Q2","Q2","Q4"
